Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
6089,102,2.0,60.16602167627504,39.72947628329472,6.0,7,5.0,1958,0.23861713,B,B,26,3889,6,705.0,3,6,B
10467,23,1.0,31.182692256736463,28.83108295105341,1.0,12,17.0,1977,0.034656082,B,B,0,168,0,1156.141153081511,0,0,B
12123,6,1.0,40.44583605566729,18.660079683274333,9.0,10,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
16379,168,2.0,55.02318114508318,30.94001018913409,7.0,2,5.0,1926,0.341071945,B,B,27,5664,48,2300.0,3,11,B
7986,1,1.0,42.6070895518941,21.49682631727308,8.0,9,14.0,1995,0.025609157,B,B,33,5261,0,240.0,3,1,B
3,3,1.0,30.1854826175857,14.810572765104446,6.0,4,9.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
9104,25,3.0,89.4479360199383,86.2073484277887,1.0,9,25.0,2017,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
1276,23,2.0,54.49141735103138,51.64096815339104,1.0,5,3.0,2020,0.005767451,B,B,1,388,0,1156.141153081511,0,0,B
13693,83,3.0,52.30635351365324,33.069804270571,6.0,9,9.0,1975,0.100455735,B,B,43,7227,0,1156.141153081511,1,6,A
6251,18,1.0,43.74482957400734,21.2705234941218,8.0,4,14.0,1988,0.0,B,B,30,5562,0,1156.141153081511,0,5,A
15470,55,2.0,46.72095454788978,31.92912972928504,6.0,7,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
5135,30,1.0,43.144340569177466,18.295503331696487,1.0,12,22.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4646,6,2.0,72.2354862524815,37.29680817299057,0.0,24,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6513,88,3.0,60.7669618864274,43.23565180211378,6.0,3,12.0,1974,0.127375905,B,B,43,8429,3,1156.141153081511,3,9,B
3464,49,2.0,46.6082390822564,30.25543129640073,5.0,1,5.0,1962,0.020741326,B,B,24,5613,5,1340.0,2,5,B
9623,154,1.0,39.72081427403249,21.49834481317311,9.0,13,12.0,1970,0.460556389,B,B,20,4386,14,1156.141153081511,1,5,B
8030,19,2.0,67.518721641105,38.905038168155535,7.0,5,5.0,1956,0.309479124,B,B,35,7715,4,990.0,0,6,B
84,48,1.0,34.77677114839062,18.463897055672508,5.0,4,9.0,1981,0.041124634,B,B,46,9515,5,1156.141153081511,1,10,B
11837,9,3.0,83.2654497292242,37.29680817299057,1.0,9,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
12479,64,1.0,34.27677792317554,19.78944077848273,6.0,6,9.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
10675,96,4.0,96.6217146235823,62.64253698487735,10.0,6,12.0,2002,0.041116354,B,B,53,14892,4,1156.141153081511,1,4,B
7636,6,2.0,51.54330515570465,37.29680817299057,0.0,8,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1565,52,1.0,38.92815373297433,20.33759796299029,8.0,4,17.0,1994,0.371148999,B,B,34,7065,1,750.0,2,5,B
15383,61,2.0,44.30863623532426,28.23733450104515,5.0,7,3.0,1961,0.298204575,B,B,16,4048,3,1156.141153081511,1,3,B
11022,93,3.0,66.81596330517307,47.33331784243255,6.0,8,12.0,1976,0.521867054,B,B,25,6149,0,1156.141153081511,0,0,B
8426,6,1.0,40.14086134006104,5.759836648343456,1.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3944,101,2.0,45.01684251607946,30.462648483560315,6.0,4,5.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
11283,27,1.0,40.26422154570846,37.29680817299057,1.0,2,17.0,2016,0.011654127,B,B,4,915,0,1156.141153081511,0,0,B
6539,1,1.0,39.25506605613357,37.29680817299057,10.0,7,17.0,2017,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
1733,93,1.0,40.52656590700193,20.994750725794823,7.0,15,17.0,2003,0.521867054,B,B,25,6149,0,1156.141153081511,0,0,B
12701,37,1.0,44.06033875294317,20.715788474501867,8.0,9,12.0,1983,0.232205084,B,B,24,4860,1,80.0,0,3,B
3319,48,2.0,50.62700649726228,48.79007897495828,6.0,12,12.0,1981,0.041124634,B,B,46,9515,5,1156.141153081511,1,10,B
9654,14,1.0,40.309552003105175,39.65936287909926,10.0,1,3.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B
12380,56,1.0,42.0319326399969,23.98954224401601,8.0,7,17.0,1985,0.0,B,B,23,5067,4,1156.141153081511,2,6,B
266,27,1.0,46.71832081226327,2.8796712638818147,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
4024,83,1.0,39.99037017279849,23.636319786554107,8.0,15,17.0,1987,0.0077202819999999,B,B,38,4788,2,1156.141153081511,0,4,B
15989,62,1.0,47.095405501415,37.29680817299057,0.0,4,0.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
7467,27,1.0,34.842188905195606,37.29680817299057,0.0,22,25.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
6910,3,1.0,38.78799930878896,19.878572122602154,8.0,8,16.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
10594,9,2.0,47.77091955759415,27.83118358998115,8.0,10,10.0,2008,0.13012277,B,B,8,1986,0,1156.141153081511,0,0,B
12494,57,3.0,82.19384007275632,46.55584266648811,13.0,12,17.0,2000,0.090799103,B,B,74,19083,2,1156.141153081511,5,15,B
1803,124,2.0,48.17357555694321,31.97503151996479,5.0,4,5.0,1968,0.122090347,B,B,29,6566,7,1894.0,4,0,B
702,46,3.0,62.72339387252833,46.28164035177988,6.0,7,9.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
11740,111,1.0,40.668266080771645,23.08679291532189,10.0,19,22.0,2004,0.093442564,B,B,23,4635,5,3300.0,2,4,B
2174,29,2.0,64.68121757554965,33.3605293605813,10.0,11,17.0,1999,0.086885265,B,B,10,2277,2,1547.0,0,0,B
2215,29,2.0,48.0454064451377,32.7759706224307,5.0,3,5.0,1961,0.069660344,B,B,31,6119,4,1156.141153081511,1,2,B
14897,3,1.0,33.25521536544214,18.0162602507066,6.0,8,9.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
9766,70,1.0,33.51027476097912,20.9471242059052,7.0,11,12.0,1975,0.002211665,B,B,39,7614,3,1156.141153081511,1,5,A
1731,23,2.0,54.59602783454718,31.225905869635525,10.0,4,3.0,2016,0.005767451,B,B,1,388,0,1156.141153081511,0,0,B
5327,61,3.0,53.55645241319836,36.79196383515868,6.0,5,9.0,1976,0.300322518,B,B,52,10311,6,1156.141153081511,1,9,B
4846,88,2.0,51.967627438103285,33.45297303112386,9.0,10,17.0,2002,0.127375905,B,B,43,8429,3,1156.141153081511,3,9,B
8174,23,1.0,46.88683597148046,37.29680817299057,0.0,3,3.0,2016,0.034656082,B,B,0,168,0,1156.141153081511,0,0,B
271,92,2.0,53.80573901480805,33.44171874666608,9.0,5,16.0,1982,0.460556389,B,B,20,4386,14,1156.141153081511,1,5,B
831,28,1.0,39.3870435301609,20.989227145175285,8.0,3,17.0,1998,0.000995363,B,B,42,7651,1,1156.141153081511,1,5,B
6428,9,1.0,43.03726374343479,3.0131655899767686,1.0,3,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
4474,21,2.0,42.62640343799149,29.906751217686057,5.0,5,5.0,1968,0.394094211,B,B,3,662,0,35.0,0,0,B
5896,62,1.0,41.27411424374711,37.29680817299057,10.0,3,8.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
4271,8,2.0,58.55134800925896,32.2153987346703,10.0,5,16.0,1981,0.219006007,B,B,28,6746,3,1156.141153081511,1,4,B
5222,8,2.0,55.47519848118741,34.40189666042161,8.0,11,12.0,1987,0.43788524,B,B,23,5735,3,1084.0,0,5,B
130,46,1.0,39.20820825265636,37.29680817299057,1.0,18,1.0,1977,0.0,B,B,47,11319,0,1145.0,3,5,B
14686,1,3.0,77.22988533763153,79.95868472952998,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
138,27,3.0,86.69858388482605,85.19530617089515,1.0,8,14.0,2017,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
2192,27,1.0,83.35337853700794,37.29680817299057,1.0,14,1.0,1977,0.017647053,B,B,2,469,0,1156.141153081511,0,0,B
5929,1,1.0,39.449747901875774,37.29680817299057,0.0,6,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
8463,19,2.0,59.022182503946425,33.89148855713637,11.0,11,14.0,2006,0.309479124,B,B,35,7715,4,990.0,0,6,B
16629,151,1.0,32.11344868416979,22.077257160114712,6.0,8,9.0,1976,0.236108458,B,B,16,3893,27,1156.141153081511,3,10,B
6216,181,2.0,51.77749721731153,30.5830316595352,8.0,3,10.0,1976,0.0,B,B,30,7538,87,4702.0,5,5,B
2785,53,2.0,73.81223273946736,35.865537595268385,11.0,10,20.0,2012,0.313924552,B,B,22,4625,11,3855.0,2,10,B
10994,62,3.0,89.50345887760139,90.63453770453094,1.0,5,12.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
1210,156,2.0,61.26185113436299,35.55749544272813,12.0,12,17.0,2010,0.007658515,B,B,35,7077,56,2301.0,3,19,B
7828,73,2.0,64.8434123219766,33.05295515778192,12.0,5,5.0,1977,0.042031587,B,B,37,6856,84,1940.0,2,5,B
9857,34,3.0,78.4798682472681,49.22980281857096,10.0,17,16.0,2002,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
5250,96,4.0,87.77638168144794,54.620539994927256,10.0,25,24.0,2014,0.041116354,B,B,53,14892,4,1156.141153081511,1,4,B
3800,75,3.0,80.11796960437113,45.95331390969378,10.0,12,17.0,2004,0.307466659,B,A,30,5048,9,325.0,2,5,B
12128,6,2.0,67.35766837062401,37.29680817299057,0.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15401,13,2.0,51.39579121978623,32.650826018825995,8.0,6,17.0,2001,0.090799103,B,B,74,19083,2,1156.141153081511,5,15,B
9409,8,1.0,33.77103192610992,21.58666277754625,6.0,6,9.0,1971,0.458174486,B,A,26,4439,1,1130.0,1,5,B
16784,34,2.0,53.34322005442467,33.39697850473532,8.0,1,14.0,1993,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
13289,1,1.0,42.54116814557532,37.29680817299057,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
12368,64,2.0,74.20020713519506,37.43975227026928,11.0,11,24.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B
3343,58,0.0,116.82420052739992,113.6924238158362,0.0,3,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
12745,2,2.0,39.540883265787286,27.12572589273983,7.0,6,9.0,1964,0.035145267,B,B,42,9292,3,2620.0,0,3,B
162,8,1.0,40.109638589309306,18.660004137151176,9.0,14,15.0,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
11393,27,2.0,57.635228337567256,31.439755542164672,10.0,13,16.0,2005,0.07542368,B,B,11,3097,0,1156.141153081511,0,0,B
7076,27,2.0,76.73464350633769,37.29680817299057,1.0,3,1.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
7976,23,2.0,64.40535431930748,37.29680817299057,1.0,16,25.0,1977,0.075778755,B,B,6,1437,3,1156.141153081511,0,2,B
3747,23,5.0,139.04576318583412,89.79027379211708,42.0,1,3.0,2015,0.014072961,B,B,2,475,0,1156.141153081511,0,0,B
9678,9,2.0,66.73969364046987,37.29680817299057,10.0,10,17.0,2016,0.161531741,B,B,25,5648,1,30.0,2,4,B
11577,61,2.0,51.13145655687615,30.33128596972229,6.0,9,9.0,1977,0.300322518,B,B,52,10311,6,1156.141153081511,1,9,B
10978,1,2.0,64.35944435742464,37.29680817299057,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
12397,27,1.0,52.1369720696901,1.5511671733160328,1.0,10,12.0,2016,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
1464,27,1.0,44.857082527189895,20.844764078263527,12.0,8,1.0,1977,0.017647053,B,B,2,469,0,1156.141153081511,0,0,B
11757,29,2.0,46.832068409810894,33.32686008088317,5.0,3,5.0,1964,0.069660344,B,B,31,6119,4,1156.141153081511,1,2,B
8301,1,2.0,64.67644465593514,37.29680817299057,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
10559,27,1.0,42.06369692074535,41.012215389929146,1.0,3,9.0,2016,0.011654127,B,B,4,915,0,1156.141153081511,0,0,B
2196,52,4.0,104.63850975825298,62.18544382517892,10.0,4,22.0,2005,0.371148999,B,B,34,7065,1,750.0,2,5,B
14066,79,2.0,49.24404934301864,31.385953840677843,7.0,5,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B
7251,5,3.0,67.56685140080488,47.50794413577214,9.0,9,14.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
16527,48,1.0,41.76158437070264,22.45828788636097,10.0,12,12.0,2013,0.041124634,B,B,46,9515,5,1156.141153081511,1,10,B
4910,84,3.0,68.64459217986337,47.87009863323779,7.0,6,16.0,1980,0.149666373,B,B,22,4789,2,4087.0,4,1,B
16271,23,2.0,64.5918253299254,37.29680817299057,1.0,5,17.0,1977,0.005767451,B,B,1,388,0,1156.141153081511,0,0,B
12528,21,1.0,36.95716462088589,21.68070204317732,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,1156.141153081511,0,4,B
3537,23,1.0,30.23998115245942,28.56765217740916,0.0,7,9.0,2016,0.034656082,B,B,0,168,0,1156.141153081511,0,0,B
5423,23,2.0,93.98565807826094,51.32935939689996,15.0,18,25.0,2012,0.075778755,B,B,6,1437,3,1156.141153081511,0,2,B
7749,119,3.0,109.36999965088243,35.309621720079065,11.0,7,24.0,2000,0.000995363,B,B,42,7651,1,1156.141153081511,1,5,B
15521,72,3.0,67.61670453550299,40.21576540180365,8.0,9,9.0,1977,0.210473241,B,B,11,2398,2,1994.0,3,0,B
5131,34,1.0,45.7599465308024,42.01243005555953,1.0,17,25.0,2016,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
6283,7,2.0,44.650853695349255,27.404533222065982,5.0,7,5.0,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B
14494,52,2.0,64.02780360967654,67.95765502977818,0.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
4118,1,1.0,44.24239609169,37.29680817299057,1.0,2,22.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
2264,100,1.0,65.67250886585836,63.19721162004882,1.0,16,16.0,2017,0.200146802,B,B,23,3975,8,770.0,2,0,B
4284,171,2.0,48.93911849223606,32.35727383423777,6.0,7,9.0,1968,0.019508796,B,B,37,7687,11,176.0,5,5,B
8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,1156.141153081511,0,4,B
15101,1,3.0,84.90103700601648,37.29680817299057,0.0,13,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
6794,1,2.0,55.24523690270964,37.29680817299057,1.0,11,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
7595,28,2.0,66.51211234971221,33.14612752836327,10.0,9,23.0,2009,0.333891544,B,B,30,6564,1,1156.141153081511,0,0,B
8275,1,1.0,44.80608996300601,37.29680817299057,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
2003,8,2.0,44.68368246434741,28.31515388430829,5.0,4,9.0,1976,0.092290642,B,B,21,4346,2,165.0,1,2,B
7224,67,3.0,63.48878504313341,42.27345660720694,8.0,6,9.0,1977,0.100455735,B,B,43,7227,0,1156.141153081511,1,6,A
8629,1,1.0,42.95319588154394,25.836392398392235,8.0,3,14.0,1995,0.025609157,B,B,33,5261,0,240.0,3,1,B
16398,100,1.0,55.51694428600491,24.57291714145736,14.0,19,22.0,2012,0.200146802,B,B,23,3975,8,770.0,2,0,B
13152,99,2.0,56.793832659775646,38.92873452892562,6.0,10,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
8245,123,2.0,44.49695416505069,29.122125900669023,5.0,2,9.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
5295,1,1.0,42.62820493540221,22.83809642623712,8.0,4,17.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
994,109,1.0,36.3096260133063,23.288187106393213,6.0,1,9.0,1979,0.1363303,B,B,30,6141,10,262.0,3,6,B
10673,58,2.0,57.95174099671314,61.2346488837044,0.0,5,0.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
11907,17,1.0,42.96664088452114,19.444965335700587,9.0,2,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
14541,3,1.0,36.02730852083676,23.52769239139908,5.0,7,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
13195,6,3.0,80.52275360551849,37.29680817299057,1.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9896,148,1.0,37.32467137850306,21.60661922480813,9.0,8,12.0,1969,0.313924552,B,B,22,4625,11,3855.0,2,10,B
8299,77,3.0,65.20744811268364,46.76680744515086,6.0,3,9.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
9218,120,1.0,28.98265525429592,17.759626123188298,6.0,2,8.0,1962,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1655,95,1.0,44.94350122950068,37.29680817299057,0.0,4,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
3262,37,3.0,61.16162599299228,46.84941605912189,6.0,5,9.0,1974,0.127811589,B,B,28,7287,5,320.0,1,3,B
10069,85,3.0,53.375987529508144,35.8332175713849,6.0,10,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
11955,126,2.0,46.70703392791398,30.90532537168817,5.0,4,5.0,1967,0.333891544,B,B,30,6564,1,1156.141153081511,0,0,B
16330,122,2.0,56.21298348811914,36.349948901114615,9.0,5,17.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
16488,9,1.0,34.73056003250077,21.261250190664114,9.0,10,22.0,1988,0.136244425,B,B,11,2370,0,1156.141153081511,0,1,B
725,58,2.0,49.8826433899298,33.43278170333575,6.0,6,14.0,1972,0.31019913,B,B,11,2748,1,1156.141153081511,0,0,B
15539,1,3.0,85.63792007296574,37.29680817299057,1.0,10,20.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
10106,46,1.0,40.21102816035786,22.73256113370068,10.0,7,22.0,1991,0.188783766,B,B,31,6137,4,1156.141153081511,0,1,B
13566,141,3.0,67.09662526343965,47.496636301009005,7.0,1,5.0,1953,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
9903,67,1.0,34.65381300459845,22.549847876854,6.0,7,9.0,1976,0.0077202819999999,B,B,38,4788,2,1156.141153081511,0,4,B
15341,13,2.0,54.40969028447441,33.223632015030624,9.0,11,18.0,1999,0.090799103,B,B,74,19083,2,1156.141153081511,5,15,B
11910,77,2.0,48.73199184003237,34.201421005316604,6.0,3,12.0,1975,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
371,27,3.0,77.80249889983737,48.38158984337357,9.0,4,17.0,2011,0.07542368,B,B,11,3097,0,1156.141153081511,0,0,B
12082,39,1.0,40.84533365430253,22.708265006580486,9.0,2,16.0,1982,0.428825818,B,B,25,5011,8,730.0,0,2,B
4481,1,3.0,82.64904012248999,42.25922436583136,11.0,5,18.0,2016,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
7234,62,2.0,64.2974488343626,37.29680817299057,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,1156.141153081511,0,0,A
12766,74,1.0,46.238972132148206,37.29680817299057,10.0,8,20.0,1977,0.075778755,B,B,6,1437,3,1156.141153081511,0,2,B
12110,55,1.0,42.919456478897295,24.84780489474564,8.0,12,14.0,1993,0.041365446,B,B,31,5569,0,1156.141153081511,1,4,B
13513,79,2.0,45.67906619558649,32.0002866610041,5.0,1,12.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
14075,64,4.0,101.2380994821876,63.780337112605686,10.0,13,22.0,2002,0.135649789,B,B,46,7960,6,350.0,3,11,B
14719,31,3.0,76.4358402249719,41.34873269477322,10.0,1,9.0,2002,0.151346216,B,A,32,5889,10,830.0,4,1,B
14976,27,1.0,37.54815550728642,37.29680817299057,1.0,20,19.0,1977,0.211401214,B,B,9,1892,0,1156.141153081511,0,1,B
15993,86,3.0,60.68475162476835,41.8223181844994,5.0,9,9.0,1973,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3127,11,1.0,39.3404853038446,20.961454651028266,8.0,5,12.0,1976,0.0001696759999999,B,B,36,5992,0,1156.141153081511,1,1,B
3994,23,2.0,55.851231197044726,34.40533923023566,7.0,4,5.0,1986,0.014072961,B,B,2,475,0,1156.141153081511,0,0,B
3059,61,2.0,62.006502374981,38.822480460078665,10.0,16,25.0,2012,0.300322518,B,B,52,10311,6,1156.141153081511,1,9,B
15613,32,1.0,35.99883862933943,17.060620852365545,5.0,2,5.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
1716,57,2.0,62.474911979601096,36.24548487905354,10.0,20,22.0,2001,0.090799103,B,B,74,19083,2,1156.141153081511,5,15,B
10865,1,1.0,47.5997576081341,37.29680817299057,1.0,24,24.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
7532,9,2.0,47.91777171886911,30.918685354524595,8.0,4,14.0,2010,0.13012277,B,B,8,1986,0,1156.141153081511,0,0,B
13682,27,1.0,41.34565024439386,17.38476844941001,8.0,14,14.0,2007,0.07542368,B,B,11,3097,0,1156.141153081511,0,0,B
6396,6,3.0,80.74638250523624,37.29680817299057,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2903,25,3.0,97.35372732075814,37.29680817299057,1.0,23,24.0,1977,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
349,34,3.0,88.13665051058642,85.27098850930966,10.0,12,25.0,2016,0.069753361,B,B,53,13670,4,1156.141153081511,1,11,B
13675,78,1.0,43.77742840416781,22.09011874659169,10.0,19,22.0,2006,0.219006007,B,B,28,6746,3,1156.141153081511,1,4,B
8373,74,2.0,78.62221205458839,37.29680817299057,1.0,9,17.0,1977,0.075778755,B,B,6,1437,3,1156.141153081511,0,2,B
563,1,2.0,66.92279301582506,64.3955932610271,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,1156.141153081511,0,1,B
10228,27,1.0,37.14267228959695,40.83038394930946,1.0,3,15.0,2014,0.211401214,B,B,9,1892,0,1156.141153081511,0,1,B
4207,1,3.0,65.9095849051531,37.7101473131709,8.0,16,14.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
1527,151,1.0,34.815008019726854,18.14997183539917,5.0,3,5.0,1966,0.236108458,B,B,16,3893,27,1156.141153081511,3,10,B
4884,29,1.0,39.68887710532403,18.944480450824138,8.0,2,14.0,1977,0.069660344,B,B,31,6119,4,1156.141153081511,1,2,B
14114,138,2.0,49.20656626332695,32.83257397662646,6.0,5,9.0,1976,0.1363303,B,B,30,6141,10,262.0,3,6,B
