Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
1858,100,1.0,29.58575823133833,16.761099968482206,5.0,3,8.0,1959,0.200146802,B,B,23,3975,8,770.0,2,0,B
14536,1,3.0,79.66402295933614,79.49649361217331,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6199,55,3.0,80.34713152431259,46.85652531756187,10.0,18,17.0,1989,0.041365446,B,B,31,5569,0,,1,4,B
14730,39,1.0,32.85144357739161,22.05303940906601,6.0,7,9.0,1962,0.428825818,B,B,25,5011,8,730.0,0,2,B
7510,44,2.0,54.399223019832036,32.995435802809595,8.0,18,16.0,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B
15505,96,1.0,39.455484865289066,16.169367476787365,9.0,5,9.0,2004,0.041116354,B,B,53,14892,4,,1,4,B
7446,100,1.0,34.55729086333245,21.20850181545886,6.0,10,9.0,1966,0.200146802,B,B,23,3975,8,770.0,2,0,B
14016,179,2.0,40.446433988327634,24.677161862160283,7.0,9,5.0,1963,0.306977489,B,B,27,5148,14,1575.0,5,7,B
14113,27,1.0,33.31821814724473,20.315534772105874,5.0,6,5.0,1981,0.051815435,B,B,5,1227,0,,0,0,B
8721,21,3.0,82.57646498437289,58.246814879784345,7.0,5,5.0,1958,0.194489265,B,B,47,8004,3,125.0,3,5,B
6193,99,3.0,78.78613434419736,49.152087585155584,10.0,2,14.0,1999,0.033493708,B,B,66,10573,1,1322.0,3,8,B
5717,99,2.0,46.334891653768175,28.34330075323604,6.0,4,9.0,1970,0.033493708,B,B,66,10573,1,1322.0,3,8,B
5427,48,3.0,68.58652194847812,49.307253728914105,6.0,8,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B
9520,108,3.0,81.09213024526821,55.79911339699682,8.0,3,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
6869,27,1.0,37.74839849363714,,1.0,10,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
1658,78,1.0,32.37262587105627,22.618148825210728,6.0,6,12.0,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B
6639,9,2.0,66.38613911569288,36.12459553770475,13.0,14,14.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B
6283,7,2.0,44.650853695349255,27.404533222065982,5.0,7,5.0,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B
6257,62,1.0,43.83591910863056,,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
15235,139,1.0,35.454027280656064,19.360493028163106,9.0,8,12.0,1970,0.122090347,B,B,29,6566,7,1894.0,4,0,B
902,27,3.0,99.29319132374468,,0.0,2,0.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
8932,9,3.0,61.62386642520137,57.05144012680068,6.0,6,9.0,1974,0.13012277,B,B,8,1986,0,,0,0,B
16469,93,3.0,98.58559190211751,55.193832065465315,12.0,8,17.0,2009,0.041116354,B,B,53,14892,4,,1,4,B
2825,8,2.0,62.64316081071747,33.442774413492735,10.0,13,22.0,2005,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6450,20,3.0,80.27601266469395,48.47220116363877,13.0,6,17.0,2000,0.019508796,B,B,37,7687,11,176.0,5,5,B
11366,6,2.0,62.63302347184765,43.15112225927083,10.0,17,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
3801,78,3.0,84.2392213788685,55.413580407940884,10.0,6,14.0,2001,0.092290642,B,B,21,4346,2,165.0,1,2,B
11385,148,1.0,37.66882653105834,19.45616350404436,9.0,10,12.0,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1079,34,1.0,39.05226829839874,22.94743007209727,10.0,17,22.0,1995,0.069753361,B,B,53,13670,4,,1,11,B
3202,191,2.0,52.8922835247166,34.40317009560719,9.0,17,16.0,1985,0.127375905,B,B,43,8429,3,,3,9,B
676,85,3.0,54.08853428132322,38.62246705303549,6.0,8,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
6185,37,2.0,66.89014715756927,61.98424954890048,7.0,5,10.0,2018,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B
7730,18,1.0,38.68917519174993,22.16463706899087,8.0,2,14.0,1988,0.0,B,B,30,5562,0,,0,5,A
2573,27,2.0,66.33182664515653,,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
10978,1,2.0,64.35944435742464,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10962,9,3.0,77.07321170375477,44.78487681544152,10.0,9,14.0,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B
8870,151,1.0,34.71337120701702,20.278795957535788,10.0,8,12.0,1968,0.236108458,B,B,16,3893,27,,3,10,B
8496,128,1.0,38.3653201442884,15.960955260497807,9.0,13,17.0,1995,0.0,B,B,27,4798,0,30.0,2,8,B
5517,31,1.0,30.5715003172954,15.455599140664738,4.0,2,4.0,1958,0.151346216,B,A,32,5889,10,830.0,4,1,B
927,13,1.0,39.31735061325933,22.415301246505017,9.0,8,16.0,1986,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A
13675,78,1.0,43.777428404167814,22.090118746591692,10.0,19,22.0,2006,0.219006007,B,B,28,6746,3,,1,4,B
1499,27,3.0,84.72014941664493,84.70274776361636,1.0,9,12.0,2016,0.072157581,B,B,2,629,1,,0,0,A
15536,124,3.0,66.6230786819703,43.41045910470692,9.0,4,12.0,1974,0.16909109,B,B,19,3856,10,,2,5,B
8602,114,3.0,71.54369310573048,48.28899787097593,6.0,6,7.0,1977,0.327018035,B,B,12,2270,23,2500.0,1,0,B
12137,124,3.0,94.23797846010334,52.34820344294866,12.0,12,21.0,2005,0.122090347,B,B,29,6566,7,1894.0,4,0,B
9865,61,2.0,54.320450432075006,30.03107763244285,11.0,1,16.0,1982,0.300322518,B,B,52,10311,6,,1,9,B
16353,53,2.0,58.78278704187747,,1.0,7,22.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
15908,61,2.0,46.51061051291392,29.0603704851716,6.0,9,12.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
3944,101,2.0,45.016842516079464,30.462648483560315,6.0,4,5.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
10359,46,2.0,45.32893674924416,29.148969745306143,6.0,6,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
15158,53,2.0,47.83518682937448,33.700119564717234,6.0,10,9.0,1967,0.049637257,B,B,34,7759,0,229.0,1,3,B
3259,12,2.0,60.108027807383,36.82142367273558,10.0,7,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
7220,96,3.0,80.18249326172486,48.62732598417213,10.0,10,17.0,2003,0.041116354,B,B,53,14892,4,,1,4,B
13843,67,2.0,51.682261332764966,35.31000186274971,6.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
16736,44,2.0,43.650442683544085,27.493023035082693,5.0,4,5.0,1961,0.122190486,B,B,25,4724,2,1308.0,1,3,B
702,46,3.0,62.72339387252833,46.28164035177988,6.0,7,9.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
16401,30,1.0,2.645046457760864,4.338755468218892,1.0,2,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
12134,52,2.0,66.46342969601757,,1.0,12,16.0,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
6918,23,3.0,105.53513516506443,,1.0,6,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B
11792,6,1.0,42.02458754161445,18.006901796270046,13.0,21,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3798,30,2.0,39.18758707431647,5.199864262570773,1.0,4,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
10395,6,1.0,44.49977444312419,,1.0,8,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11099,1,1.0,36.007752888595746,35.4243199437779,9.0,5,17.0,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B
7090,94,2.0,52.03477473644265,30.75014459455151,5.0,5,5.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
11260,46,2.0,46.81377639633951,31.883008445190377,5.0,4,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B
9647,62,3.0,93.27499912297137,,1.0,5,3.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2903,25,3.0,97.35372732075814,,1.0,23,24.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
2071,101,2.0,48.57679567393848,29.437942850358485,5.0,5,5.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B
8604,119,3.0,52.15680548100367,35.33304545857853,6.0,1,9.0,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9346,125,2.0,47.56702321471278,28.069943392111355,5.0,7,5.0,1964,0.040242764,B,B,25,3478,11,2729.0,3,1,B
3945,128,2.0,47.87363349415092,27.22915360721241,6.0,8,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
3420,9,1.0,38.39566517656586,17.33154273240228,8.0,11,14.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
10842,6,1.0,38.63728613062735,,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
725,58,2.0,49.8826433899298,33.43278170333575,6.0,6,14.0,1972,0.31019913,B,B,11,2748,1,,0,0,B
13931,138,2.0,43.69853923637347,26.41510393522152,5.0,4,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
16330,122,2.0,56.21298348811914,36.349948901114615,9.0,5,17.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9066,59,3.0,75.3410686641437,75.09886659243979,10.0,8,17.0,1987,0.019508796,B,B,37,7687,11,176.0,5,5,B
3326,13,3.0,76.51840800463705,44.42008754769048,10.0,6,17.0,1977,0.090799103,B,B,74,19083,2,,5,15,B
1556,34,2.0,63.279709227873184,,1.0,15,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
6579,23,2.0,46.055741062053,26.936678336120032,5.0,1,2.0,1975,0.034656082000000005,B,B,0,168,0,,0,0,B
13877,27,2.0,56.78226155296662,54.473735754962064,10.0,2,5.0,2015,0.07542368,B,B,11,3097,0,,0,0,B
9857,34,3.0,78.4798682472681,49.22980281857096,10.0,17,16.0,2002,0.069753361,B,B,53,13670,4,,1,11,B
7302,62,3.0,62.36385024517085,38.467325257358006,8.0,10,9.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
5684,114,1.0,34.133497138417084,18.280188298878397,7.0,6,8.0,1968,0.050272014,B,B,21,4231,14,1020.0,0,3,B
6513,88,3.0,60.7669618864274,43.23565180211378,6.0,3,12.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
11342,27,1.0,38.69279795114794,39.60887148178522,8.0,16,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
16561,21,3.0,63.470494548149325,47.639606364672964,5.0,7,9.0,1975,0.194489265,B,B,47,8004,3,125.0,3,5,B
6885,39,2.0,49.41694304254325,30.898475889367237,5.0,5,5.0,1975,0.428825818,B,B,25,5011,8,730.0,0,2,B
9308,53,1.0,35.51663856661769,22.000905813023948,6.0,5,9.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
2559,23,2.0,73.86846010493733,,0.0,9,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6648,12,1.0,41.873921634502494,21.011677842512306,8.0,18,17.0,1992,0.090799103,B,B,74,19083,2,,5,15,B
15260,118,1.0,36.13807008404357,20.523978087832198,6.0,3,5.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
5113,41,1.0,40.83976184730634,21.01303218683933,7.0,5,14.0,2004,0.175054867,B,B,36,10055,3,,1,0,B
16492,88,1.0,42.865265145509575,,0.0,18,0.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
12034,53,2.0,58.563624852097064,43.752234745182236,10.0,16,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
7248,37,2.0,49.340231291020594,29.65153422163452,5.0,9,14.0,1973,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B
2171,66,2.0,47.873302069904774,30.54999230293039,4.0,3,5.0,1960,0.161975568,B,A,31,7010,5,4508.0,3,7,B
10594,9,2.0,47.77091955759415,27.83118358998115,8.0,10,10.0,2008,0.13012277,B,B,8,1986,0,,0,0,B
13241,61,1.0,40.57629621127623,19.170643212408077,10.0,6,22.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
7032,13,1.0,29.57080169699652,20.74229630059445,5.0,2,5.0,1964,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A
4884,29,1.0,39.68887710532403,18.944480450824138,8.0,2,14.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
903,15,2.0,64.71893532395197,32.09149416776168,2.0,6,14.0,2009,0.158249043,B,B,21,5731,0,,1,0,B
162,8,1.0,40.109638589309306,18.660004137151176,9.0,14,15.0,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
6566,75,2.0,65.77312468245391,38.26698615518068,7.0,6,5.0,1957,0.122090347,B,B,29,6566,7,1894.0,4,0,B
8249,58,1.0,39.7683400120084,22.41394259970384,8.0,10,10.0,2005,0.31019913,B,B,11,2748,1,,0,0,B
13106,93,3.0,66.5153415466758,48.178475963054034,5.0,1,9.0,1973,0.521867054,B,B,25,6149,0,,0,0,B
256,6,1.0,38.87052458458938,41.172814470316865,1.0,9,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7976,23,2.0,64.40535431930748,,1.0,16,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
8575,30,2.0,54.61434593862014,54.36251766183593,1.0,9,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7591,170,3.0,61.37492724098669,45.189792194634784,6.0,4,9.0,1964,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3204,128,2.0,62.08212168220585,,0.0,2,3.0,1977,0.0,B,B,27,4798,0,30.0,2,8,B
15804,28,2.0,45.53818787128393,31.805557740681085,5.0,4,5.0,1963,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1525,34,3.0,74.90655619752668,46.59000831886104,10.0,12,17.0,1993,0.069753361,B,B,53,13670,4,,1,11,B
9038,1,2.0,65.55264734791389,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13628,44,2.0,46.643938675218756,29.780204119283574,5.0,7,5.0,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B
10016,44,2.0,45.24285161400138,31.742719458332715,6.0,1,9.0,1976,0.122190486,B,B,25,4724,2,1308.0,1,3,B
10208,11,3.0,59.28946961032725,44.665537148171474,5.0,5,5.0,1964,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B
2008,94,2.0,48.693295697353975,32.25870261971564,5.0,7,9.0,1975,0.127375905,B,B,43,8429,3,,3,9,B
13029,90,2.0,49.367737999549114,34.46230616409803,9.0,11,12.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
5099,6,1.0,41.501040164496715,,0.0,18,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9923,12,3.0,73.45472115659649,45.044852752084246,10.0,17,17.0,1987,0.090799103,B,B,74,19083,2,,5,15,B
9461,57,1.0,33.008370007723215,21.226576463704628,6.0,2,9.0,1979,0.407276235,A,B,9,1768,0,370.0,0,0,A
11086,21,2.0,42.707994973290226,29.035438476677946,5.0,9,8.0,1964,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B
15057,178,2.0,55.08731987921566,33.57933695799419,7.0,4,5.0,1956,0.212515361,B,B,19,3293,16,628.0,3,7,B
10689,30,2.0,60.63064069467036,,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2053,8,3.0,61.50841382150825,46.90264952656725,6.0,6,9.0,1967,0.43788524,B,B,23,5735,3,1084.0,0,5,B
16630,72,1.0,36.39286797362917,17.498456027213027,7.0,6,9.0,1967,0.210473241,B,B,11,2398,2,1994.0,3,0,B
4985,23,2.0,63.02111913012411,,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
13881,58,3.0,82.91116098794275,74.68466381806688,9.0,15,14.0,1969,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B
13225,88,1.0,43.72039389751112,,0.0,18,0.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
5779,23,1.0,31.841014398825713,30.939042271209964,1.0,5,4.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B
10262,27,2.0,69.19644016928157,,0.0,10,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
10762,55,3.0,63.051670598188274,46.39174109484638,6.0,2,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
9513,26,1.0,39.230346913798826,20.938771368900877,7.0,9,17.0,2000,0.0,B,B,36,6714,2,2672.0,0,2,B
11128,21,2.0,42.206216813845955,26.426548966453613,5.0,5,5.0,1963,0.034331497,B,B,25,5487,3,,0,4,B
2074,111,3.0,65.18352658134758,44.662289119219686,7.0,6,12.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
933,34,1.0,43.413672838653895,,1.0,14,22.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
2780,27,2.0,70.09946487702874,,1.0,8,17.0,2019,0.072157581,B,B,2,629,1,,0,0,A
6594,23,2.0,53.148626936761005,,1.0,11,12.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B
15394,67,2.0,70.83598477893811,40.154647228882645,11.0,12,19.0,2014,0.0077202819999999985,B,B,38,4788,2,,0,4,B
14863,58,1.0,35.12487250319834,21.465834060147987,6.0,4,12.0,1981,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6698,1,2.0,55.024440892987954,34.07424006784818,9.0,4,17.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
1611,86,3.0,59.90216083744568,40.87667933935274,5.0,7,9.0,1974,0.161975568,B,A,31,7010,5,4508.0,3,7,B
174,7,2.0,43.022657580885564,30.415339558033327,5.0,4,5.0,1969,0.035145267,B,B,42,9292,3,2620.0,0,3,B
5160,58,3.0,93.75628511517037,,1.0,2,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3295,69,2.0,63.85327468974365,37.04251049305931,10.0,4,16.0,1982,0.093442564,B,B,23,4635,5,3300.0,2,4,B
